,artist,rank,song,stay,week
8191,Tony Bennett,92,Fly Me To The Moon (In Other Words),4,1965-07-24
8192,The Duprees,93,Around The Corner,2,1965-07-24
8193,Sam Cooke,94,Sugar Dumpling,9,1965-07-24
8194,Unit Four plus Two,95,You've Never Been In Love Like This Before,2,1965-07-24
8195,Willie Mitchell,96,Buster Browne,2,1965-07-24
8196,The Ron-Dels,97,"If You Really Want Me To, I'll Go",1,1965-07-24
8197,Chet Atkins,98,Yakety Axe,2,1965-07-24
8198,Ray Charles,99,I'm A Fool To Care,4,1965-07-24
8199,Baby Washington,100,Only Those In Love,9,1965-07-24
8200,The Rolling Stones,1,(I Can't Get No) Satisfaction,14,1965-07-31
8201,Herman's Hermits,2,"I'm Henry VIII, I Am",10,1965-07-31
8202,Tom Jones,3,What's New Pussycat?,12,1965-07-31
8203,Jay & The Americans,4,"Cara, Mia",13,1965-07-31
8204,Barbara Mason,5,"Yes, I'm Ready",14,1965-07-31
8205,Four Tops,6,I Can't Help Myself (Sugar Pie Honey Bunch),14,1965-07-31
8206,Jackie DeShannon,7,What The World Needs Now Is Love,13,1965-07-31
8207,Gary Lewis And The Playboys,8,Save Your Heart For Me,11,1965-07-31
8208,The Dave Clark Five,9,I Like It Like That,11,1965-07-31
8209,Johnny Rivers,10,Seventh Son,11,1965-07-31
8210,Elvis Presley With The Jordanaires,11,(Such An) Easy Question,8,1965-07-31
8211,The Strangeloves,12,I Want Candy,10,1965-07-31
8212,Brenda Lee,13,Too Many Rivers,13,1965-07-31
8213,Patty Duke,14,Don't Just Stand There,11,1965-07-31
8214,The Bachelors,15,Marie,10,1965-07-31
8215,Lesley Gore,16,"Sunshine, Lollipops And Rainbows",11,1965-07-31
8216,Ian Whitcomb And Bluesville,17,You Turn Me On (Turn On Song),13,1965-07-31
8217,The Byrds,18,Mr. Tambourine Man,13,1965-07-31
8218,The Lettermen,19,Theme From A Summer Place,9,1965-07-31
8219,Ronnie Dove,20,A Little Bit Of Heaven,10,1965-07-31
8220,Dickey Lee,21,Laurie (Strange Things Happen),13,1965-07-31
8221,Sonny & Cher,22,I Got You Babe,14,1965-07-31
8222,Barbara Lewis,23,"Baby, I'm Yours",14,1965-07-31
8223,Billy Stewart,24,Sitting In The Park,8,1965-07-31
8224,Mel Carter,25,"Hold Me, Thrill Me, Kiss Me",15,1965-07-31
8225,Little Anthony And The Imperials,26,Take Me Back,11,1965-07-31
8226,Billy Joe Royal,27,Down In The Boondocks,13,1965-07-31
8227,"Dino, Desi & Billy",28,I'm A Fool,12,1965-07-31
8228,Peter And Gordon,29,To Know You Is To Love You,7,1965-07-31
8229,Marvin Gaye,30,Pretty Little Baby,7,1965-07-31
8230,Petula Clark,31,You'd Better Come Home,9,1965-07-31
8231,Lee Dorsey,32,Ride Your Pony,9,1965-07-31
8232,Them,33,Here Comes The Night,10,1965-07-31
8233,The Kinks,34,Set Me Free,8,1965-07-31
8234,Horst Jankowski,35,A Walk In The Black Forest,13,1965-07-31
8235,Sam The Sham and the Pharaohs,36,Wooly Bully,18,1965-07-31
8236,Solomon Burke,37,Tonight's The Night,10,1965-07-31
8237,The Righteous Brothers,38,Unchained Melody,13,1965-07-31
8238,The Yardbirds,39,For Your Love,12,1965-07-31
8239,The Seekers,40,A World Of Our Own,10,1965-07-31
8240,Roger Miller,41,One Dyin' And A Buryin',7,1965-07-31
8241,Cher,42,All I Really Want To Do,12,1965-07-31
8242,Roy Orbison,43,(Say) You're My Girl,7,1965-07-31
8243,James Brown And The Famous Flames,44,Papa's Got A Brand New Bag (Part I),13,1965-07-31
8244,The Byrds,45,All I Really Want To Do,10,1965-07-31
8245,Jack Jones,46,Seein' The Right Love Go Wrong,9,1965-07-31
8246,Billy J. Kramer With The Dakotas,47,Trains And Boats And Planes,7,1965-07-31
8247,Herman's Hermits,48,Wonderful World,10,1965-07-31
8248,The Chiffons,49,Nobody Knows What's Goin' On (In My Mind But Me),9,1965-07-31
8249,The Spinners,50,I'll Always Love You,7,1965-07-31
8250,The Miracles,51,The Tracks Of My Tears,12,1965-07-31
8251,The Beach Boys,52,California Girls,11,1965-07-31
8252,The Temptations,53,Since I Lost My Baby,10,1965-07-31
8253,Four Tops,54,It's The Same Old Song,9,1965-07-31
8254,The 4 Seasons Featuring the Sound of Frankie Valli,55,Girl Come Running,7,1965-07-31
8255,Fred Hughes,56,"Oo Wee Baby, I Love You",10,1965-07-31
8256,We Five,57,You Were On My Mind,15,1965-07-31
8257,Eddie Hodges,58,New Orleans,9,1965-07-31
8258,Wayne Fontana & The Mindbenders,59,It's Just A Little Bit Too Late,8,1965-07-31
8259,Jody Miller,60,Silver Threads And Golden Needles,6,1965-07-31
8260,Billy Butler & The Chanters,61,I Can't Work No Longer,6,1965-07-31
8261,Wilson Pickett,62,In The Midnight Hour,12,1965-07-31
8262,Maxine Brown,63,One Step At A Time,8,1965-07-31
8263,Bobby Vinton,64,Theme From Harlow (Lonely Girl),5,1965-07-31
8264,The Righteous Brothers,65,Hung On You,7,1965-07-31
8265,Jackie Wilson,66,No Pity (In The Naked City),10,1965-07-31
8266,Gene Pitney,67,Looking Through The Eyes Of Love,8,1965-07-31
8267,Glenn Yarbrough,68,It's Gonna Be Fine,6,1965-07-31
8268,The Royalettes,69,It's Gonna Take A Miracle,11,1965-07-31
8269,The Beau Brummels,70,You Tell Me Why,7,1965-07-31
8270,Dionne Warwick,71,Here I Am,8,1965-07-31
8271,Lenny Welch,72,Darling Take Me Back,6,1965-07-31
8272,The Astors,73,Candy,9,1965-07-31
8273,Booker T. & The MG's,74,Boot-Leg,10,1965-07-31
8274,Arthur Prysock,75,"It's Too Late, Baby Too Late",8,1965-07-31
8275,Bob Dylan,76,Like A Rolling Stone,12,1965-07-31
8276,Sam Cooke,77,Sugar Dumpling,9,1965-07-31
8277,Frank Sinatra,78,Forget Domani,7,1965-07-31
8278,Connie Francis,79,Forget Domani,7,1965-07-31
8279,Sam The Sham and the Pharaohs,80,Ju Ju Hand,7,1965-07-31
8280,Jr. Walker & The All Stars,81,Shake And Fingerpop,8,1965-07-31
8281,The Vacels,82,You're My Baby (And Don't You Forget It),5,1965-07-31
8282,Elvis Presley With The Jordanaires,83,Tickle Me,7,1965-07-31
8283,Bert Kaempfert And His Orchestra,84,Moon Over Naples,10,1965-07-31
8284,The Skyliners,85,The Loser,5,1965-07-31
8285,The Yardbirds,86,Heart Full Of Soul,12,1965-07-31
8286,Barbra Streisand,87,My Man,6,1965-07-31
8287,The Supremes,88,Nothing But Heartaches,9,1965-07-31
8288,Tony Bennett,89,Fly Me To The Moon (In Other Words),4,1965-07-31
8289,Freddie And The Dreamers,90,A Little You,7,1965-07-31
8290,The Duprees,91,Around The Corner,2,1965-07-31
8291,Sounds Orchestral,92,Canadian Sunset,4,1965-07-31
8292,Four Tops,93,Ain't That Love,1,1965-07-31
8293,Ray Charles,94,I'm A Fool To Care,4,1965-07-31
8294,The Searchers,95,He's Got No Love,3,1965-07-31
8295,Perry Como,96,"Oowee, Oowee",4,1965-07-31
8296,Baby Washington,97,Only Those In Love,9,1965-07-31
8297,Derek Martin,98,You Better Go,6,1965-07-31
8298,Della Reese,99,After Loving You,2,1965-07-31
8299,Ramsey Lewis Trio,100,The In Crowd,16,1965-07-31
8300,Herman's Hermits,1,"I'm Henry VIII, I Am",10,1965-08-07
8301,The Rolling Stones,2,(I Can't Get No) Satisfaction,14,1965-08-07
8302,Tom Jones,3,What's New Pussycat?,12,1965-08-07
8303,Gary Lewis And The Playboys,4,Save Your Heart For Me,11,1965-08-07
8304,Sonny & Cher,5,I Got You Babe,14,1965-08-07
8305,Barbara Mason,6,"Yes, I'm Ready",14,1965-08-07
8306,The Dave Clark Five,7,I Like It Like That,11,1965-08-07
8307,Jay & The Americans,8,"Cara, Mia",13,1965-08-07
8308,Four Tops,9,I Can't Help Myself (Sugar Pie Honey Bunch),14,1965-08-07
8309,Patty Duke,10,Don't Just Stand There,11,1965-08-07
8310,Jackie DeShannon,11,What The World Needs Now Is Love,13,1965-08-07
8311,The Strangeloves,12,I Want Candy,10,1965-08-07
8312,Lesley Gore,13,"Sunshine, Lollipops And Rainbows",11,1965-08-07
8313,Billy Joe Royal,14,Down In The Boondocks,13,1965-08-07
8314,The Righteous Brothers,15,Unchained Melody,13,1965-08-07
8315,The Lettermen,16,Theme From A Summer Place,9,1965-08-07
8316,Four Tops,17,It's The Same Old Song,9,1965-08-07
8317,Barbara Lewis,18,"Baby, I'm Yours",14,1965-08-07
8318,Little Anthony And The Imperials,19,Take Me Back,11,1965-08-07
8319,Mel Carter,20,"Hold Me, Thrill Me, Kiss Me",15,1965-08-07
8320,Johnny Rivers,21,Seventh Son,11,1965-08-07
8321,"Dino, Desi & Billy",22,I'm A Fool,12,1965-08-07
8322,Cher,23,All I Really Want To Do,12,1965-08-07
8323,Peter And Gordon,24,To Know You Is To Love You,7,1965-08-07
8324,Brenda Lee,25,Too Many Rivers,13,1965-08-07
8325,Petula Clark,26,You'd Better Come Home,9,1965-08-07
8326,Marvin Gaye,27,Pretty Little Baby,7,1965-08-07
8327,The Beach Boys,28,California Girls,11,1965-08-07
8328,Lee Dorsey,29,Ride Your Pony,9,1965-08-07
8329,James Brown And The Famous Flames,30,Papa's Got A Brand New Bag (Part I),13,1965-08-07
8330,The Bachelors,31,Marie,10,1965-08-07
8331,Billy Stewart,32,Sitting In The Park,8,1965-08-07
8332,We Five,33,You Were On My Mind,15,1965-08-07
8333,Ian Whitcomb And Bluesville,34,You Turn Me On (Turn On Song),13,1965-08-07
8334,Elvis Presley With The Jordanaires,35,(Such An) Easy Question,8,1965-08-07
8335,Roger Miller,36,One Dyin' And A Buryin',7,1965-08-07
8336,The Miracles,37,The Tracks Of My Tears,12,1965-08-07
8337,The Byrds,38,Mr. Tambourine Man,13,1965-08-07
8338,The Temptations,39,Since I Lost My Baby,10,1965-08-07
8339,Roy Orbison,40,(Say) You're My Girl,7,1965-08-07
8340,The Beatles,41,Help!,13,1965-08-07
8341,Ronnie Dove,42,A Little Bit Of Heaven,10,1965-08-07
8342,The Byrds,43,All I Really Want To Do,10,1965-08-07
8343,Bob Dylan,44,Like A Rolling Stone,12,1965-08-07
8344,The Spinners,45,I'll Always Love You,7,1965-08-07
8345,Dickey Lee,46,Laurie (Strange Things Happen),13,1965-08-07
8346,The Supremes,47,Nothing But Heartaches,9,1965-08-07
8347,Eddie Hodges,48,New Orleans,9,1965-08-07
8348,The Chiffons,49,Nobody Knows What's Goin' On (In My Mind But Me),9,1965-08-07
8349,Billy J. Kramer With The Dakotas,50,Trains And Boats And Planes,7,1965-08-07
8350,Gene Pitney,51,Looking Through The Eyes Of Love,8,1965-08-07
8351,Wilson Pickett,52,In The Midnight Hour,12,1965-08-07
8352,The Righteous Brothers,53,Hung On You,7,1965-08-07
8353,Jack Jones,54,Seein' The Right Love Go Wrong,9,1965-08-07
8354,Glenn Yarbrough,55,It's Gonna Be Fine,6,1965-08-07
8355,Maxine Brown,56,One Step At A Time,8,1965-08-07
8356,Sam The Sham and the Pharaohs,57,Ju Ju Hand,7,1965-08-07
8357,Jr. Walker & The All Stars,58,Shake And Fingerpop,8,1965-08-07
8358,The Beau Brummels,59,You Tell Me Why,7,1965-08-07
8359,Billy Butler & The Chanters,60,I Can't Work No Longer,6,1965-08-07
8360,Bobby Vinton,61,Theme From Harlow (Lonely Girl),5,1965-08-07
8361,The Royalettes,62,It's Gonna Take A Miracle,11,1965-08-07
8362,Jackie Wilson,63,No Pity (In The Naked City),10,1965-08-07
8363,Sam Cooke,64,Sugar Dumpling,9,1965-08-07
8364,The Astors,65,Candy,9,1965-08-07
8365,Arthur Prysock,66,"It's Too Late, Baby Too Late",8,1965-08-07
8366,Dionne Warwick,67,Here I Am,8,1965-08-07
8367,Chad & Jeremy,68,I Don't Wanna Lose You Baby,7,1965-08-07
8368,The Yardbirds,69,Heart Full Of Soul,12,1965-08-07
8369,Bert Kaempfert And His Orchestra,70,Moon Over Naples,10,1965-08-07
8370,Freddie And The Dreamers,71,A Little You,7,1965-08-07
8371,The Vacels,72,You're My Baby (And Don't You Forget It),5,1965-08-07
8372,Elvis Presley With The Jordanaires,73,Tickle Me,7,1965-08-07
8373,Booker T. & The MG's,74,Boot-Leg,10,1965-08-07
8374,The Skyliners,75,The Loser,5,1965-08-07
8375,The Turtles,76,It Ain't Me Babe,11,1965-08-07
8376,Ramsey Lewis Trio,77,The In Crowd,16,1965-08-07
8377,Frank Sinatra,78,Forget Domani,7,1965-08-07
8378,Dean Martin,79,Houston,9,1965-08-07
8379,Chuck Jackson,80,If I Didn't Love You,7,1965-08-07
8380,The Searchers,81,He's Got No Love,3,1965-08-07
8381,Connie Francis,82,Forget Domani,7,1965-08-07
8382,Sounds Orchestral,83,Canadian Sunset,4,1965-08-07
8383,Ray Charles,84,I'm A Fool To Care,4,1965-08-07
8384,Edwin Starr,85,Agent Double-O-Soul,11,1965-08-07
8385,Barbra Streisand,86,My Man,6,1965-08-07
8386,Derek Martin,87,You Better Go,6,1965-08-07
8387,G.L. Crockett,88,It's A Man Down There,6,1965-08-07
8388,Tony Bennett,89,Fly Me To The Moon (In Other Words),4,1965-08-07
8389,Barbara Mason,90,"Sad, Sad Girl",9,1965-08-07
8390,O.V. Wright,91,You're Gonna Make Me Cry,5,1965-08-07
8391,Perry Como,92,"Oowee, Oowee",4,1965-08-07
8392,Baby Washington,93,Only Those In Love,9,1965-08-07
8393,Vic Dana,94,Moonlight And Roses (Bring Mem'ries Of You),9,1965-08-07
8394,Della Reese,95,After Loving You,2,1965-08-07
8395,Dee Dee Warwick,96,We're Doing Fine,1,1965-08-07
8396,The Kingsmen,97,Annie Fanny,8,1965-08-07
8397,The O'Jays,98,I've Cried My Last Tear,2,1965-08-07
8398,Jerry Vale,99,Where Were You When I Needed You,1,1965-08-07
8399,Wayne Newton,100,Summer Wind,4,1965-08-07
8400,Sonny & Cher,1,I Got You Babe,14,1965-08-14
8401,The Rolling Stones,2,(I Can't Get No) Satisfaction,14,1965-08-14
8402,Gary Lewis And The Playboys,3,Save Your Heart For Me,11,1965-08-14
8403,Herman's Hermits,4,"I'm Henry VIII, I Am",10,1965-08-14
8404,Tom Jones,5,What's New Pussycat?,12,1965-08-14
8405,The Righteous Brothers,6,Unchained Melody,13,1965-08-14
8406,Four Tops,7,It's The Same Old Song,9,1965-08-14
8407,Patty Duke,8,Don't Just Stand There,11,1965-08-14
8408,The Beach Boys,9,California Girls,11,1965-08-14
8409,Billy Joe Royal,10,Down In The Boondocks,13,1965-08-14
8410,The Strangeloves,11,I Want Candy,10,1965-08-14
8411,Barbara Lewis,12,"Baby, I'm Yours",14,1965-08-14
8412,The Dave Clark Five,13,I Like It Like That,11,1965-08-14
8413,The Beatles,14,Help!,13,1965-08-14
8414,Mel Carter,15,"Hold Me, Thrill Me, Kiss Me",15,1965-08-14
8415,Little Anthony And The Imperials,16,Take Me Back,11,1965-08-14
8416,"Dino, Desi & Billy",17,I'm A Fool,12,1965-08-14
8417,Cher,18,All I Really Want To Do,12,1965-08-14
8418,Jay & The Americans,19,"Cara, Mia",13,1965-08-14
8419,James Brown And The Famous Flames,20,Papa's Got A Brand New Bag (Part I),13,1965-08-14
8420,Lesley Gore,21,"Sunshine, Lollipops And Rainbows",11,1965-08-14
8421,We Five,22,You Were On My Mind,15,1965-08-14
8422,Petula Clark,23,You'd Better Come Home,9,1965-08-14
8423,Peter And Gordon,24,To Know You Is To Love You,7,1965-08-14
8424,Marvin Gaye,25,Pretty Little Baby,7,1965-08-14
8425,Bob Dylan,26,Like A Rolling Stone,12,1965-08-14
8426,The Supremes,27,Nothing But Heartaches,9,1965-08-14
8427,Lee Dorsey,28,Ride Your Pony,9,1965-08-14
8428,The Temptations,29,Since I Lost My Baby,10,1965-08-14
8429,The Miracles,30,The Tracks Of My Tears,12,1965-08-14
8430,Barbara Mason,31,"Yes, I'm Ready",14,1965-08-14
8431,The Lettermen,32,Theme From A Summer Place,9,1965-08-14
8432,Jackie DeShannon,33,What The World Needs Now Is Love,13,1965-08-14
8433,Roger Miller,34,One Dyin' And A Buryin',7,1965-08-14
8434,Four Tops,35,I Can't Help Myself (Sugar Pie Honey Bunch),14,1965-08-14
8435,Brenda Lee,36,Too Many Rivers,13,1965-08-14
8436,Wilson Pickett,37,In The Midnight Hour,12,1965-08-14
8437,The Spinners,38,I'll Always Love You,7,1965-08-14
8438,Roy Orbison,39,(Say) You're My Girl,7,1965-08-14
8439,The Bachelors,40,Marie,10,1965-08-14
8440,Gene Pitney,41,Looking Through The Eyes Of Love,8,1965-08-14
8441,The Byrds,42,All I Really Want To Do,10,1965-08-14
8442,Johnny Rivers,43,Seventh Son,11,1965-08-14
8443,Eddie Hodges,44,New Orleans,9,1965-08-14
8444,Ian Whitcomb And Bluesville,45,You Turn Me On (Turn On Song),13,1965-08-14
8445,The Beau Brummels,46,You Tell Me Why,7,1965-08-14
8446,Sam The Sham and the Pharaohs,47,Ju Ju Hand,7,1965-08-14
8447,Jr. Walker & The All Stars,48,Shake And Fingerpop,8,1965-08-14
8448,The Yardbirds,49,Heart Full Of Soul,12,1965-08-14
8449,The Righteous Brothers,50,Hung On You,7,1965-08-14
8450,Sam Cooke,51,Sugar Dumpling,9,1965-08-14
8451,The Royalettes,52,It's Gonna Take A Miracle,11,1965-08-14
8452,The Turtles,53,It Ain't Me Babe,11,1965-08-14
8453,Glenn Yarbrough,54,It's Gonna Be Fine,6,1965-08-14
8454,Maxine Brown,55,One Step At A Time,8,1965-08-14
8455,Chad & Jeremy,56,I Don't Wanna Lose You Baby,7,1965-08-14
8456,Ramsey Lewis Trio,57,The In Crowd,16,1965-08-14
8457,Dean Martin,58,Houston,9,1965-08-14
8458,Jackie Wilson,59,No Pity (In The Naked City),10,1965-08-14
8459,Freddie And The Dreamers,60,A Little You,7,1965-08-14
8460,The Chiffons,61,Nobody Knows What's Goin' On (In My Mind But Me),9,1965-08-14
8461,Arthur Prysock,62,"It's Too Late, Baby Too Late",8,1965-08-14
8462,Edwin Starr,63,Agent Double-O-Soul,11,1965-08-14
8463,Bert Kaempfert And His Orchestra,64,Moon Over Naples,10,1965-08-14
8464,The Vacels,65,You're My Baby (And Don't You Forget It),5,1965-08-14
8465,Dionne Warwick,66,Here I Am,8,1965-08-14
8466,The Astors,67,Candy,9,1965-08-14
8467,Barbara Mason,68,"Sad, Sad Girl",9,1965-08-14
8468,Chuck Jackson,69,If I Didn't Love You,7,1965-08-14
8469,Elvis Presley With The Jordanaires,70,Tickle Me,7,1965-08-14
8470,Freddy Cannon,71,Action,9,1965-08-14
8471,The Skyliners,72,The Loser,5,1965-08-14
8472,The Kinks,73,Who'll Be The Next In Line,7,1965-08-14
8473,Marianne Faithfull,74,Summer Nights,9,1965-08-14
8474,Martha & The Vandellas,75,You've Been In Love Too Long,7,1965-08-14
8475,Sounds Orchestral,76,Canadian Sunset,4,1965-08-14
8476,The Kingsmen,77,Annie Fanny,8,1965-08-14
8477,G.L. Crockett,78,It's A Man Down There,6,1965-08-14
8478,The Searchers,79,He's Got No Love,3,1965-08-14
8479,The Animals,80,We Gotta Get Out Of This Place,11,1965-08-14
8480,The Contours,81,First I Look At The Purse,8,1965-08-14
8481,Vic Dana,82,Moonlight And Roses (Bring Mem'ries Of You),9,1965-08-14
8482,Derek Martin,83,You Better Go,6,1965-08-14
8483,Tony Bennett,84,Fly Me To The Moon (In Other Words),4,1965-08-14
8484,Wayne Newton,85,Summer Wind,4,1965-08-14
8485,Little Caesar And The Consuls,86,(My Girl) Sloopy,8,1965-08-14
8486,The Drifters,87,I'll Take You Where The Music's Playing,6,1965-08-14
8487,Jim Reeves,88,Is It Really Over?,6,1965-08-14
8488,Perry Como,89,"Oowee, Oowee",4,1965-08-14
8489,The Jive Five (featuring Eugene Pitt),90,I'm A Happy Man,8,1965-08-14
8490,O.V. Wright,91,You're Gonna Make Me Cry,5,1965-08-14
8491,The Marvelettes,92,Danger Heartbreak Dead Ahead,8,1965-08-14
8492,Baby Washington,93,Only Those In Love,9,1965-08-14
8493,The O'Jays,94,I've Cried My Last Tear,2,1965-08-14
8494,Donovan,95,Colours,7,1965-08-14
8495,The Castaways,96,"Liar, Liar",14,1965-08-14
8496,The Impressions,97,I Need You,7,1965-08-14
8497,Gerry And The Pacemakers,98,Give All Your Love To Me,6,1965-08-14
8498,The McCoys,99,Hang On Sloopy,14,1965-08-14
8499,David Jones,100,What Are We Going To Do?,3,1965-08-14
8500,Sonny & Cher,1,I Got You Babe,14,1965-08-21
8501,Gary Lewis And The Playboys,2,Save Your Heart For Me,11,1965-08-21
8502,The Beatles,3,Help!,13,1965-08-21
8503,The Beach Boys,4,California Girls,11,1965-08-21
8504,The Righteous Brothers,5,Unchained Melody,13,1965-08-21
8505,The Rolling Stones,6,(I Can't Get No) Satisfaction,14,1965-08-21
8506,Four Tops,7,It's The Same Old Song,9,1965-08-21
8507,Patty Duke,8,Don't Just Stand There,11,1965-08-21
8508,Herman's Hermits,9,"I'm Henry VIII, I Am",10,1965-08-21
8509,Billy Joe Royal,10,Down In The Boondocks,13,1965-08-21
8510,Barbara Lewis,11,"Baby, I'm Yours",14,1965-08-21
8511,Tom Jones,12,What's New Pussycat?,12,1965-08-21
8512,Mel Carter,13,"Hold Me, Thrill Me, Kiss Me",15,1965-08-21
8513,James Brown And The Famous Flames,14,Papa's Got A Brand New Bag (Part I),13,1965-08-21
8514,Cher,15,All I Really Want To Do,12,1965-08-21
8515,Bob Dylan,16,Like A Rolling Stone,12,1965-08-21
8516,We Five,17,You Were On My Mind,15,1965-08-21
8517,The Supremes,18,Nothing But Heartaches,9,1965-08-21
8518,Little Anthony And The Imperials,19,Take Me Back,11,1965-08-21
8519,"Dino, Desi & Billy",20,I'm A Fool,12,1965-08-21
8520,The Strangeloves,21,I Want Candy,10,1965-08-21
8521,Petula Clark,22,You'd Better Come Home,9,1965-08-21
8522,The Miracles,23,The Tracks Of My Tears,12,1965-08-21
8523,The Temptations,24,Since I Lost My Baby,10,1965-08-21
8524,The Dave Clark Five,25,I Like It Like That,11,1965-08-21
8525,Jay & The Americans,26,"Cara, Mia",13,1965-08-21
8526,Wilson Pickett,27,In The Midnight Hour,12,1965-08-21
8527,Lesley Gore,28,"Sunshine, Lollipops And Rainbows",11,1965-08-21
8528,Sam The Sham and the Pharaohs,29,Ju Ju Hand,7,1965-08-21
8529,The Yardbirds,30,Heart Full Of Soul,12,1965-08-21
8530,Gene Pitney,31,Looking Through The Eyes Of Love,8,1965-08-21
8531,The Turtles,32,It Ain't Me Babe,11,1965-08-21
8532,Marvin Gaye,33,Pretty Little Baby,7,1965-08-21
8533,Ramsey Lewis Trio,34,The In Crowd,16,1965-08-21
8534,The Spinners,35,I'll Always Love You,7,1965-08-21
8535,Peter And Gordon,36,To Know You Is To Love You,7,1965-08-21
8536,Jr. Walker & The All Stars,37,Shake And Fingerpop,8,1965-08-21
8537,Dean Martin,38,Houston,9,1965-08-21
8538,Lee Dorsey,39,Ride Your Pony,9,1965-08-21
8539,The Byrds,40,All I Really Want To Do,10,1965-08-21
8540,The Beau Brummels,41,You Tell Me Why,7,1965-08-21
8541,Roger Miller,42,One Dyin' And A Buryin',7,1965-08-21
8542,The Lettermen,43,Theme From A Summer Place,9,1965-08-21
8543,Eddie Hodges,44,New Orleans,9,1965-08-21
8544,Sam Cooke,45,Sugar Dumpling,9,1965-08-21
8545,Chad & Jeremy,46,I Don't Wanna Lose You Baby,7,1965-08-21
8546,The Righteous Brothers,47,Hung On You,7,1965-08-21
